OCPID,Strain,SampleID,DateRecorded,ReportType,ChemicalLab,H2O,TotalTHC,THC,Δ8-THC,Δ9-THC,THCA,THCV,TotalCBD,CBDA,CBDV,CBDVA,CBC,CBG,CBN,α-Pinene,Camphene,Myrcene,β-Pinene,3-Carene,α-Terpinene,D-Limonene,p-Cymene,Ocimene,Eucalyptol,γ-Terpinene,Terpinolene,Linalool,Isopulegol,Geraniol,β-Caryophyllene,α-Humelene,Nerolidol-1,Nerolidol-2,Guaiol,CaryophylleneOxide,α-Bisabolol,GeneticLab,Sample,SampleURL,Organism,OrganismURL,Project,ProjectURL,Study,StudyURL,Run,RunURL,DatePublished,Spots,Bases,Size,Notes
0001193,Strawberry Cough,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938084,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938084"" target=""_blank"">SAMN05938084</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448712,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448712"" target=""_blank""><small>SRR4448712</small></a>",2016-10-25,518132,78187674,27.2 MB,
0001194,Animal Cookies,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938087,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938087"" target=""_blank"">SAMN05938087</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448713,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448713"" target=""_blank""><small>SRR4448713</small></a>",2016-10-25,1016655,153518134,51.8 MB,
0001195,RS2,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938086,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938086"" target=""_blank"">SAMN05938086</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448714,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448714"" target=""_blank""><small>SRR4448714</small></a>",2016-10-25,804690,121471589,44.3 MB,
0001196,Caramelicious,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938081,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938081"" target=""_blank"">SAMN05938081</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448715,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448715"" target=""_blank""><small>SRR4448715</small></a>",2016-10-25,1186922,179160387,62.3 MB,
0001197,Tangie,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938080,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938080"" target=""_blank"">SAMN05938080</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448716,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448716"" target=""_blank""><small>SRR4448716</small></a>",2016-10-25,835173,126047162,45.4 MB,
0001198,Ingrid,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938083,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938083"" target=""_blank"">SAMN05938083</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448717,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448717"" target=""_blank""><small>SRR4448717</small></a>",2016-10-25,1092946,165038214,60.2 MB,
0001199,Dabney Blue,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938082,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938082"" target=""_blank"">SAMN05938082</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448718,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448718"" target=""_blank""><small>SRR4448718</small></a>",2016-10-25,1619423,244118061,87.7 MB,
0001200,Red Congo,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938089,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938089"" target=""_blank"">SAMN05938089</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448719,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448719"" target=""_blank""><small>SRR4448719</small></a>",2016-10-25,999950,150916823,51.7 MB,
0001201,Chemdawg,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938088,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938088"" target=""_blank"">SAMN05938088</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448720,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448720"" target=""_blank""><small>SRR4448720</small></a>",2016-10-25,1588757,239842124,87.1 MB,
0001202,Original Diesel,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938021,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938021"" target=""_blank"">SAMN05938021</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448721,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448721"" target=""_blank""><small>SRR4448721</small></a>",2016-10-25,856709,129312975,46.5 MB,
0001203,Strawberry Rhino,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938026,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938026"" target=""_blank"">SAMN05938026</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448722,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448722"" target=""_blank""><small>SRR4448722</small></a>",2016-10-25,347827,52448511,18.3 MB,
0001204,Kush,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938027,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938027"" target=""_blank"">SAMN05938027</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448723,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448723"" target=""_blank""><small>SRR4448723</small></a>",2016-10-25,3225328,486948181,176.2 MB,
0001205,Vietnam Delat,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938166,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938166"" target=""_blank"">SAMN05938166</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448724,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448724"" target=""_blank""><small>SRR4448724</small></a>",2016-10-25,2107074,318207325,120.8 MB,
0001206,Panama Standard,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938167,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938167"" target=""_blank"">SAMN05938167</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448725,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448725"" target=""_blank""><small>SRR4448725</small></a>",2016-10-25,2683374,405276957,153.3 MB,
0001207,Mexico Oaxaca,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938162,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938162"" target=""_blank"">SAMN05938162</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448726,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448726"" target=""_blank""><small>SRR4448726</small></a>",2016-10-25,1855565,280088787,106.5 MB,
0001208,Angola Fem 2004,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938163,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938163"" target=""_blank"">SAMN05938163</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448727,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448727"" target=""_blank""><small>SRR4448727</small></a>",2016-10-25,1625013,245396127,93.5 MB,
0001209,Nicaragua 4,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938164,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938164"" target=""_blank"">SAMN05938164</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448728,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448728"" target=""_blank""><small>SRR4448728</small></a>",2016-10-25,1884485,284646538,107.5 MB,
0001210,Papua New Guinea,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938165,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938165"" target=""_blank"">SAMN05938165</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448729,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448729"" target=""_blank""><small>SRR4448729</small></a>",2016-10-25,1740819,262922138,99.9 MB,
0001211,Ethiopian 4,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938158,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938158"" target=""_blank"">SAMN05938158</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448730,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448730"" target=""_blank""><small>SRR4448730</small></a>",2016-10-25,1654029,249821909,95.0 MB,
0001212,Senegal,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938159,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938159"" target=""_blank"">SAMN05938159</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448731,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448731"" target=""_blank""><small>SRR4448731</small></a>",2016-10-25,1909913,288393228,109.7 MB,
0001213,Mexico Oaxaca 79 S1,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938160,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938160"" target=""_blank"">SAMN05938160</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448732,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448732"" target=""_blank""><small>SRR4448732</small></a>",2016-10-25,2662965,402197232,152.5 MB,
0001214,Paraguay 1,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938161,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938161"" target=""_blank"">SAMN05938161</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448733,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448733"" target=""_blank""><small>SRR4448733</small></a>",2016-10-25,2414641,364601977,137.7 MB,
0001215,Miyagi,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938030,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938030"" target=""_blank"">SAMN05938030</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448734,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448734"" target=""_blank""><small>SRR4448734</small></a>",2016-10-25,1326461,200303583,69.6 MB,
0001216,Flo,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938031,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938031"" target=""_blank"">SAMN05938031</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448735,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448735"" target=""_blank""><small>SRR4448735</small></a>",2016-10-25,1318584,199072029,67.0 MB,
0001217,New Jack Herer,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938032,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938032"" target=""_blank"">SAMN05938032</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448736,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448736"" target=""_blank""><small>SRR4448736</small></a>",2016-10-25,1479270,223266231,80.4 MB,
0001218,LA Confidential,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938033,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938033"" target=""_blank"">SAMN05938033</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448737,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448737"" target=""_blank""><small>SRR4448737</small></a>",2016-10-25,991702,149756440,50.3 MB,
0001219,Lee Roy OG,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938034,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938034"" target=""_blank"">SAMN05938034</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448738,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448738"" target=""_blank""><small>SRR4448738</small></a>",2016-10-25,1923842,290510798,105.0 MB,
0001220,Purple Alien OG,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938035,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938035"" target=""_blank"">SAMN05938035</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448739,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448739"" target=""_blank""><small>SRR4448739</small></a>",2016-10-25,3568347,538739654,244.8 MB,
0001221,Lands End,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05938036,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05938036"" target=""_blank"">SAMN05938036</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448740,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448740"" target=""_blank""><small>SRR4448740</small></a>",2016-10-25,856186,129185989,44.1 MB,
